mean_R,mean_G,mean_B,std_R,std_G,std_B,green_ratio,ExG,VARI,GR_ratio,brightness,contrast,filename
0.4509826019607843,0.5458838176470587,0.30849159803921566,0.2745651517923177,0.27110549261686995,0.24871516730329915,0.4181870460712057,0.33229343529411765,0.18412629262908578,44810.17065567429,0.4351193392156863,0.2824290133673896,ID1473228876.jpg
0.45537520000000004,0.5165457,0.24507115490196077,0.23676338788422255,0.23924893876063918,0.2173636312830859,0.42444459162649695,0.3326450450980392,0.09431156023784261,4627.892150649446,0.4056640183006536,0.25890791248504297,ID1193692654.jpg
0.44775592941176473,0.4411155196078431,0.31586984901960785,0.29778690759082804,0.3000287481914707,0.2865436022072603,0.3661495763980928,0.11860526078431373,-0.028664224573748703,2401.976210104497,0.40158043267973853,0.3010221651794567,ID353424190.jpg
0.43563823529411766,0.5149690823529411,0.4090923137254902,0.20889126563895882,0.21064473629310063,0.21535661274703813,0.3787373819067169,0.1852076156862745,0.18104014759910106,23081.718883613503,0.45323321045751636,0.21637510349399416,ID61833032.jpg
0.3972474235294118,0.5069108941176471,0.2030970450980392,0.2716638596401382,0.2681073457384544,0.23285109544181717,0.4578084754386136,0.4134773196078431,0.21321202779497994,62595.44434121197,0.3690851209150327,0.2870792773682445,ID471758347.jpg
0.4277914254901961,0.586525768627451,0.26796502941176475,0.2505224411743746,0.24527701947922675,0.23656618159769227,0.4574077011213599,0.47729508235294116,0.26011707810976364,61705.376512179915,0.4274274078431373,0.2766625737490747,ID1036339023.jpg
0.38686278627450976,0.564175056862745,0.28692618039215684,0.2059750914139047,0.21424801956495518,0.20424093583278163,0.4557281484618684,0.45456114705882356,0.30689981409639144,68852.02171136193,0.4126546745098039,0.23767878466573103,ID315357834.jpg
0.41935723529411767,0.5211391803921568,0.27270780980392156,0.28195001133394315,0.2805150821119171,0.2525946507137838,0.42955601797877846,0.35021331568627456,0.20499127765694822,46481.232521007434,0.40440140849673206,0.29050712316662697,ID1314135397.jpg
0.43714404901960785,0.5830903627450981,0.21994614117647057,0.19568810690911664,0.19905372449850647,0.1805376018168429,0.4701657001963148,0.5090905352941176,0.2019635371403454,25425.048452856667,0.41339351764705884,0.24310014433852697,ID1450399782.jpg
0.3173392745098039,0.31091043333333335,0.27337127647058823,0.2268436373773899,0.21984090654371263,0.20104818308388994,0.34483495315011464,0.03111031568627451,-0.019222780824266452,1398.074551361425,0.30054032810457515,0.21705324460399955,ID212206250.jpg
